filename,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,rms_mean,zcr_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean
surah1_part1_clip1.mp3,-244.69149780273438,95.5977554321289,-6.389927387237549,29.4290828704834,-14.173571586608887,-23.619461059570312,-7.483792304992676,-8.606237411499023,-22.394882202148438,-6.6839189529418945,-12.527085304260254,-7.992098331451416,-10.834735870361328,-8.397902488708496,6.515024662017822,-14.407172203063965,-7.350897312164307,5.613238334655762,-12.409294128417969,-2.0154953002929688,133.74996948242188,52.73267364501953,27.098491668701172,26.176393508911133,17.51750946044922,15.740402221679688,14.103656768798828,16.98833465576172,13.451789855957031,11.696011543273926,10.551560401916504,9.658143997192383,11.528953552246094,8.801165580749512,8.561714172363281,11.556276321411133,7.506807804107666,7.635457515716553,10.538310050964355,7.088123798370361,0.11996500194072723,0.11180392652750015,0.20288053154945374,0.26566630601882935,0.1817322075366974,0.26280564069747925,0.19516634941101074,0.18119575083255768,0.21675977110862732,0.1591503918170929,0.13751041889190674,0.0921320989727974,0.15360407531261444,0.044715904968072755,1217.0642034971502,1480.5741615000766,2458.351801349652
surah1_part1_clip2.mp3,-287.3214416503906,80.98253631591797,-1.909340262413025,24.745288848876953,-18.346538543701172,-21.271263122558594,-4.739862442016602,-8.103401184082031,-18.884170532226562,-6.048880577087402,-14.558584213256836,-5.066137313842773,-7.108708381652832,-7.106210231781006,6.728153705596924,-9.689350128173828,-6.819382667541504,0.10048522055149078,-11.889510154724121,-1.3226780891418457,151.34320068359375,57.13849639892578,23.143762588500977,25.371429443359375,29.834627151489258,17.83482551574707,12.640347480773926,16.74188804626465,14.251532554626465,10.09075927734375,12.673741340637207,8.234513282775879,10.188619613647461,9.30812931060791,7.611053943634033,10.074248313903809,8.609848976135254,9.464494705200195,10.954217910766602,6.6822967529296875,0.11142641305923462,0.11340874433517456,0.15961870551109314,0.3033216893672943,0.23502933979034424,0.15898466110229492,0.1633758544921875,0.1482890397310257,0.17224019765853882,0.1455535739660263,0.09171904623508453,0.07768618315458298,0.13419055938720703,0.042238217758320436,1111.1035372082338,1336.6353626370076,2326.0776011936437
surah1_part1_clip3.mp3,-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surah2_part1_clip1.mp3,-265.8246765136719,85.19107055664062,-5.972384929656982,30.471683502197266,-12.601655006408691,-27.066381454467773,-5.931299209594727,-12.341277122497559,-22.90806007385254,-2.7980616092681885,-10.228479385375977,-6.164369106292725,-11.276938438415527,-9.708271026611328,7.312382221221924,-13.104701042175293,-11.033519744873047,3.2099692821502686,-13.601727485656738,1.5288335084915161,135.34507751464844,49.02803421020508,29.938268661499023,23.0432186126709,19.329435348510742,18.11332130432129,13.73031997680664,19.922971725463867,14.573472023010254,11.425179481506348,11.626904487609863,8.407642364501953,12.28030776977539,10.35409927368164,8.845475196838379,11.264944076538086,8.561753273010254,6.430821418762207,11.488931655883789,6.526224136352539,0.10655803978443146,0.11871739476919174,0.19561228156089783,0.2908201515674591,0.2064710408449173,0.32822951674461365,0.2504521608352661,0.18841083347797394,0.17319612205028534,0.11470869183540344,0.12950268387794495,0.0719752386212349,0.1282063126564026,0.047076434911958204,1353.5197987745933,1614.0150608827419,2793.1581101550405
surah2_part1_clip2.mp3,-212.5575714111328,110.37348937988281,-6.895510196685791,26.613414764404297,-14.487452507019043,-26.078208923339844,-13.304681777954102,-18.06740951538086,-23.041553497314453,-4.810369968414307,-19.19925880432129,-3.415748119354248,-9.810324668884277,-14.731163024902344,11.450148582458496,-13.298846244812012,-13.162879943847656,7.145512580871582,-19.113582611083984,6.089623928070068,86.9957504272461,30.361204147338867,30.538047790527344,19.255943298339844,15.607505798339844,15.215277671813965,13.273265838623047,17.60306739807129,11.684414863586426,11.660127639770508,12.07951545715332,10.202275276184082,9.410934448242188,9.57348918914795,9.201736450195312,9.869083404541016,8.036301612854004,7.085765838623047,11.575238227844238,7.873262405395508,0.12406880408525467,0.12104932218790054,0.12622784078121185,0.3141011893749237,0.2787801921367645,0.19791683554649353,0.1836565136909485,0.19614122807979584,0.2139977663755417,0.19839024543762207,0.24659083783626556,0.13599570095539093,0.1606948971748352,0.05255863910119969,1482.4417750389812,1808.342532914573,2913.457382721798
surah2_part1_clip3.mp3,-196.75401306152344,114.42036437988281,-17.312335968017578,23.162363052368164,-17.836158752441406,-21.196664810180664,-11.424999237060547,-25.126317977905273,-24.346715927124023,-4.842782497406006,-18.92432403564453,-3.4784040451049805,-11.626077651977539,-12.451178550720215,13.649855613708496,-17.53070831298828,-11.956876754760742,3.7802274227142334,-18.925678253173828,5.678371429443359,70.4065170288086,26.596256256103516,28.74725914001465,17.282655715942383,16.69786262512207,11.887198448181152,12.487485885620117,18.72802734375,10.656646728515625,11.242311477661133,11.499512672424316,10.174498558044434,8.87389087677002,9.747749328613281,10.54917049407959,10.611154556274414,7.492226600646973,6.983002185821533,9.034017562866211,7.441311359405518,0.17617440223693848,0.1432712972164154,0.1726377308368683,0.23129409551620483,0.18301460146903992,0.273330420255661,0.2627566158771515,0.2485465705394745,0.1824009120464325,0.16576538980007172,0.25812605023384094,0.12044541537761688,0.17020879685878754,0.053056746444465945,1438.596256808679,1735.5784432171965,2903.1324451552823
surah2_part1_clip4.mp3,-182.84738159179688,108.11418914794922,-15.333606719970703,26.758262634277344,-19.672443389892578,-26.32181167602539,-7.895164489746094,-20.302671432495117,-27.663814544677734,-3.8187525272369385,-15.400620460510254,-6.850983619689941,-9.418420791625977,-12.290651321411133,9.556760787963867,-16.1942081451416,-14.74084186553955,5.330301284790039,-18.708499908447266,5.724419116973877,72.51768493652344,30.991201400756836,28.361059188842773,20.998510360717773,18.40663719177246,14.214919090270996,15.687262535095215,19.685094833374023,9.550206184387207,11.029280662536621,10.493319511413574,8.50698184967041,10.378446578979492,9.47409725189209,9.963897705078125,12.223340034484863,7.890623092651367,6.945400238037109,9.79971981048584,7.993146896362305,0.08532553166151047,0.10689064860343933,0.16774040460586548,0.2959918975830078,0.263796865940094,0.2953342795372009,0.31221920251846313,0.26463738083839417,0.21495407819747925,0.16320444643497467,0.1555250585079193,0.11797481775283813,0.18398748338222504,0.0565128857875387,1613.341563301069,1902.4110672740214,3307.005002993179
surah2_part1_clip5.mp3,-200.3728485107422,110.8096923828125,-13.105378150939941,23.61260414123535,-19.26209259033203,-22.72422218322754,-10.61628246307373,-24.13543128967285,-25.796524047851562,-4.162666320800781,-18.86794090270996,-5.269761562347412,-6.030691623687744,-11.620133399963379,8.222137451171875,-14.831090927124023,-12.940502166748047,4.479105472564697,-19.093610763549805,2.0225157737731934,77.11646270751953,28.34475326538086,29.65076446533203,18.379167556762695,20.420120239257812,12.97833251953125,13.832606315612793,15.642210006713867,10.526166915893555,10.78575325012207,12.38407039642334,9.316100120544434,8.932419776916504,10.027205467224121,8.950072288513184,9.701952934265137,6.927957534790039,8.568739891052246,9.393694877624512,7.5723700523376465,0.17522330582141876,0.16462577879428864,0.23459209501743317,0.29607093334198,0.1556014120578766,0.1975226104259491,0.21804596483707428,0.2195786088705063,0.18588213622570038,0.16714875400066376,0.2592321038246155,0.16630706191062927,0.16430224478244781,0.056661410966524765,1509.8994239819392,1794.1311827478462,2989.1319251281925
surah2_part1_clip6.mp3,-187.11715698242188,107.3409194946289,-16.939132690429688,16.251773834228516,-25.019439697265625,-23.75645637512207,-17.00058937072754,-23.806716918945312,-24.79538917541504,-0.8141098618507385,-18.346887588500977,-5.985775470733643,-13.904943466186523,-6.628830432891846,9.218287467956543,-20.45930290222168,-11.090106964111328,0.7465166449546814,-20.68657875061035,5.276461124420166,73.5505142211914,29.51999282836914,31.69916534423828,16.88991355895996,17.631572723388672,12.732099533081055,12.632678031921387,17.217634201049805,10.491785049438477,14.403303146362305,10.093575477600098,9.28024959564209,8.975237846374512,10.254186630249023,8.769652366638184,13.98797607421875,8.114333152770996,9.324922561645508,8.525558471679688,7.534816741943359,0.19912585616111755,0.14680694043636322,0.17968647181987762,0.3017345666885376,0.20412468910217285,0.26571133732795715,0.23652862012386322,0.21225814521312714,0.14369773864746094,0.11982805281877518,0.166192889213562,0.11383748799562454,0.19843313097953796,0.059962222450657895,1549.0440465949494,1806.0567080575515,2946.532182723007
surah2_part1_clip7.mp3,-196.7310791015625,112.79791259765625,-13.60282039642334,19.363048553466797,-25.72906494140625,-23.723270416259766,-16.718339920043945,-27.719684600830078,-27.2799072265625,1.567090630531311,-15.165925025939941,-7.281105041503906,-11.12434196472168,-5.852560043334961,10.096196174621582,-19.67160987854004,-8.004487037658691,0.11141112446784973,-21.459863662719727,6.760553359985352,71.22048950195312,28.28300666809082,27.227270126342773,17.68816375732422,16.586090087890625,10.831915855407715,13.024721145629883,16.101276397705078,9.549979209899902,14.043598175048828,8.859711647033691,10.038683891296387,7.267519474029541,8.602960586547852,8.074956893920898,11.90697956085205,8.477025032043457,7.880119800567627,8.499344825744629,7.033151149749756,0.16014936566352844,0.18317095935344696,0.25285905599594116,0.25474756956100464,0.1925078183412552,0.3124004304409027,0.2559254765510559,0.1887904554605484,0.15557453036308289,0.1757543683052063,0.24975274503231049,0.14071796834468842,0.16914719343185425,0.057264959849071206,1513.3531074671405,1791.6909982948218,3012.181785748839
